ID,Sample_Type,Image_Path,Text_Content,GT_Final_Label,GT_Ch1_Tamper,GT_Ch2_Mismatch,GT_Ch3_Logic,Tamper_Method,Meta_Time,Meta_Weather,Meta_Location,Meta_Fact,Meta_Topic,Meta_Object,Source_Note,,
1,Tamper_AIGC,data/images/TA_001.jpg,有一架飞机在天空上飞行,,1,1,0,AIGC,,,,,,,AIGC生成了飞机,,
2,Tamper_AIGC,data/images/TA_002.jpg,一个老头在喂奶牛，背后还有一辆红色的小汽车,1,1,1,0,AIGC,,,,,,,AIGC生成红色的卡车,,
3,Tamper_AIGC,data/images/TA_003.jpg,两只小狗在打闹,1,1,1,0,AIGC,,,,,,,AIGC生成了左边的狗,,
4,Tamper_AIGC,data/images/TA_004.jpg,两只牛在吃草,,1,1,0,AIGC,,,,,,,草地上的两只牛是aigc生成的,,
5,Tamper_AIGC,data/images/TA_005.jpg,两个小孩在草地上玩,,1,1,0,AIGC,,,,,,,草地上的两个孩子是aigc生成的,,
6,Tamper_PS,data/images/TP_001.jpg,布满银杏叶的大道,,1,1,0,PS,,,,,,,一只狗被P掉了,,
7,Tamper_PS,data/images/TP_002.jpg,一位奶奶在带两个小孩摘苹果,,1,1,0,PS,,,,,,,三个人做的卡车被p掉了,,
8,Tamper_PS,data/images/TP_003.jpg,一队情侣在笑,,1,1,0,PS,,,,,,,男孩和女孩手上的手镯被p掉了,,
9,Tamper_PS,data/images/TP_004.jpg,两件衣服,,1,1,0,PS,,,,,,,右边的衣服的挂包被p掉了,,
10,Tamper_PS,data/images/TP_005.jpg,图片上标注了两件衣服的价格,,1,1,0,PS,,,,,,,图片上的文字是p的,,
11,Tamper_PS,data/images/TP_006.jpg,夜晚的长城,,1,1,0,PS,,,,,,,月亮被P掉了,,
12,Tamper_PS,data/images/TP_007.jpg,一个女孩在拍照,,1,1,0,PS,,,,,,,女孩是P上去的,,
13,Tamper_PS,data/images/TP_008.jpg,一位男孩在海边拍照,,1,1,0,PS,,,,,,,男孩是P上去的,,
14,,,,,1,1,0,PS,,,,,,,,,
15,,,,,1,1,0,PS,,,,,,,,,
16,,,,,1,1,0,PS,,,,,,,,,
17,,,,,1,1,0,PS,,,,,,,,,
18,,,,,1,1,0,PS,,,,,,,,,
19,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,
25,Mismatch,data/images/M_panda_001.jpg,图中是一只老虎,,,1,,,,,,,,,图中是熊猫，描述为老虎,,
26,Mismatch,data/images/M_forestfire_002.jpg,图中是一片湖泊,,,1,,,,,,,,,图中是山火，描述为湖泊,,
27,Mismatch,data/images/M_park_003.jpg,图中是一座火山,,,1,,,,,,,,,图中是公园描述为火山,,
28,Mismatch,data/images/M_spaceman004.jpg,图中是一名足球运动员,,,1,,,,,,,,,图中为太空人描述为足球运动员,,
29,Mismatch,data/images/M_dessert005.jpg,图中是一片太空,,,1,,,,,,,,,图中是沙漠描述为太空,,
30,Mismatch,data/images/M_jet006.jpg,图中是一只小鸟,,,1,,,,,,,,,图中是战斗机描述为小鸟,,
31,Real,data/images/R_xizang_001.jpg,夜晚西藏人民在拉萨西藏自治区参加藏族传统声乐演唱人才培训教学成果汇报音乐会。,,,,,,,,,,,,,,
32,Real,data/images/R_work_002.jpg,黄衣女工人在检查钢卷,,,,,,,,,,,,,,
33,Real,data/images/R_eason_003.jpg,海面上杂乱的货船,,,,,,,,,,,,,,
34,Real,data/images/R_changcheng_004.jpg,深夜月下长城,,,,,,,,,,,,,,
35,Real,data/images/R_light_005.jpg,第三届青海丹噶尔双宁双灯展大门,,,,,,,,,,,,,,
36,Real,data/images/R_fireshow_006.jpg,金门桥烟花秀,,,,,,,,,,,,,,
37,Real,data/images/R_mall_007.jpg,海南省海口市秀英区海色路5号的cdf海口国际免税城,,,,,,,,,,,,,,
38,Real,data/images/R_ice_008.jpg,黄衣参赛者在哈尔滨国际冰雕比赛刻方形冰雕,,,,,,,,,,,,,,
39,Real,data/images/R_cunchao_009.jpg,红衣小朋友们在村超村晚比赛表演,,,,,,,,,,,,,,
40,Real,data/images/R_sheep_010.jpg,老人在草地赶羊群,,,,,,,,,,,,,,
41,Logic_Trap,data/images/LW_001.jpg,一艘船停在满是草的岸边,1,0,0,1,None,Day,Snow,Street,Normal,City,Car,梯度2:天气陷阱(图Snow文Heat),,
42,Logic_Trap,data/images/LW_002.jpg,一栋房子在雨中,1,0,0,1,None,Night,Snow,Street,Normal,City,Street,梯度2:天气陷阱(图Snow文Summer),,
43,Logic_Trap,data/images/LW_003.jpg,一朵乌云在天空中,1,0,0,1,None,Day,Snow,Forest,Normal,Nature,Road,梯度2:天气陷阱(图Snow文Summer),,
44,Logic_Trap,data/images/LW_004.jpg,阳光明媚的街道上车辆来来往往,1,0,0,1,None,Day,Rain,Indoor,Normal,City,Window,梯度2:天气陷阱(图Rain文Sunny),,
45,Logic_Trap,data/images/LW_005.jpg,风吹着海边的树，天空将要下雨,1,0,0,1,None,Day,Rain,Street,Crowded,City,Umbrella,梯度2:天气陷阱(图Rain文Dry),,
46,Logic_Trap,data/images/LW_006.jpg,绿色的草地和森林在阳光下,1,0,0,1,None,Night,Rain,City,Wet,City,Reflection,梯度2:天气陷阱(图Rain文Drought),,
47,Logic_Trap,data/images/time/LT_001.jpg,正午的阳光洒满街道，整个城市烈日当空。,1,0,0,1,None,Night,Clear,Street,Normal,City,Building,Type1_Time: Visual[Night] vs Text[Noon_Sun] - 强光影逻辑冲突,,
48,Logic_Trap,data/images/time/LT_002.jpg,时针指向凌晨两点，四周漆黑一片，只有微弱的月光透过窗帘。,1,0,0,1,None,Day,Sunny,Indoor,Normal,Interior,Room,Type1_Time: Visual[Day] vs Text[Midnight_Dark] - 昼夜反转冲突,,
49,Logic_Trap,data/images/time/LT_003.jpg,这是伸手不见五指的黑夜，宫殿里没有一丝光亮。,1,0,0,1,None,Day,Cloudy,Mountain,Normal,Nature,Mountain,Type1_Time: Visual[Day] vs Text[Pitch_Black] - 自然光照冲突,,
50,Logic_Trap,data/images/quantity/LN_001.jpg,有阴影的地上躺着好几只猫,1,0,0,1,None,Day,Indoor,Hall,Empty,Interior,Chairs,Type3_Fact: Visual[Empty_Hall] vs Text[Crowded/Full] - 场馆人数冲突,,
51,Logic_Trap,data/images/quantity/LN_002.jpg,著名的旅游胜地今天异常火爆，沙滩上人头攒动，几乎没有立足之地。,1,0,0,1,None,Day,Sunny,Beach,Empty,Nature,Sand,Type3_Fact: Visual[Empty_Beach] vs Text[Packed/Crowded] - 景区客流冲突,,
52,Logic_Trap,data/images/quantity/LN_003.jpg,春意盎然的季节，足球场里人满为患，充满了生机勃勃的气息。,1,0,0,1,None,Day,Cloudy,Park,Withered,Nature,Dead Plant,Type3_Fact: Visual[Withered] vs Text[Fresh/Spring] - 植物生命状态冲突,,
53,Logic_Trap,data/images/quantity/LN_004.jpg,这是一条繁华的商业街，车辆很多。,1,0,0,1,None,Day,Sunny,Square,Empty,City,Pavement,Type3_Fact: Visual[Empty_Square] vs Text[Gathering/Crowd] - 公共空间密度冲突,,
54,Logic_Trap,data/images/quantity/LN_005.jpg,这是一个人头攒动的房间,1,0,0,1,None,Night,Clear,Street,Empty,City,Road,Type3_Fact: Visual[Empty_Road] vs Text[Traffic_Jam] - 交通流量冲突,,
55,Logic_Trap,data/images/quantity/LN_006.jpg,好几个人站在山顶,1,0,0,1,None,Day,Cloudy,Field,Barren,Nature,Soil,Type3_Fact: Visual[Barren/Empty] vs Text[Harvest/Golden] - 农田耕作状态冲突,,
56,Logic_Trap,data/images/quantity/LN_007.jpg,冷清的街道上一个人都没有,1,0,0,1,None,Day,Indoor,Library,Empty,Interior,Bookshelf,Type3_Fact: Visual[Empty_Library] vs Text[Full_Seat] - 室内占用率冲突,,
57,Logic_Trap,data/images/quantity/LN_008.jpg,没有人的街道上冷冷清清,1,0,0,1,None,Day,Foggy,Forest,No_Animal,Nature,Trees,Type3_Fact: Visual[No_Animal] vs Text[Herds/Groups] - 动物数量冲突,,
58,Logic_Trap,data/images/LL_001.jpg,埃菲尔铁塔的镂空金属结构在阳光下呈现出经典的古铜色，展现了工业革命的魅力。,1,0,0,1,None,Day,Sunny,Tokyo,Red and White,Architecture,Tokyo Tower,Type4_Color: Visual[Red_White] vs Text[Rusty_Brown_Eiffel],,
59,Logic_Trap,data/images/LL_002.jpg,东京晴空塔(Skytree)底座呈正三角形，向上延伸时逐渐转变为圆形，是日本最高的电波塔。,1,0,0,1,None,Day,Sunny,Guangzhou,Hourglass Shape,Architecture,Canton Tower,Type4_Shape: Visual[Waist_Curve] vs Text[Triangle_Base_Skytree],,
60,Logic_Trap,data/images/LL_003.jpg,这就是历史上著名的伦敦大桥(London Bridge)，它平坦宽阔的桥面横跨泰晤士河，连接着两岸。,1,0,0,1,None,Day,Cloudy,London,Two Towers,Infrastructure,Tower Bridge,Type4_Name: Visual[Has_Towers] vs Text[Flat_Bridge],,
61,Logic_Trap,data/images/LL_004.jpg,矗立在纽约海港的自由女神像，背景是广阔的大西洋和曼哈顿的天际线。,1,0,0,1,None,Day,Sunny,Las Vegas,City Buildings,City,Statue of Liberty,Type4_Context: Visual[Urban_Street] vs Text[Ocean_Harbor],,
62,Logic_Trap,data/images/LL_005.jpg,中央广播电视塔(CCTV Tower)作为北京的地标，其笔直的混凝土针状结构朴素而庄严，没有任何多余的装饰。,1,0,0,1,None,Day,Hazy,Shanghai,Spheres,City,Oriental Pearl,Type4_Structure: Visual[Has_Spheres] vs Text[Needle_No_Spheres],,
63,Logic_Trap,data/images/LL_006.jpg,漫步在日本京都的古老街道，两旁挂满了日文汉字招牌，让人感受到浓厚的东瀛风情。,1,0,0,1,None,Day,Sunny,China,Chinese Text,Street,Chinese Signboard,Type5_OCR: Visual[Simplified_Chinese] vs Text[Japanese_Context],,
64,Logic_Trap,data/images/LL_007.jpg,美国总统居住的白宫(The White House)，这座标志性的平顶建筑拥有白色的立柱门廊。,1,0,0,1,None,Day,Sunny,Washington DC,Giant Dome,Architecture,The Capitol,Type4_Entity: Visual[Giant_Dome] vs Text[Flat_Roof_WhiteHouse],,
65,Logic_Trap,data/images/LL_008.jpg,这是SpaceX发布的火星殖民地概念图，橙色的流线型外壳充满了未来科幻感。,1,0,0,1,None,Day,Sunny,Beijing,Real Airplanes,Transport,Daxing Airport,Type4_Reality: Visual[Real_Planes] vs Text[SciFi_Concept],,
66,Logic_Trap,data/images/LL_009.jpg,旧金山的金门大桥(Golden Gate Bridge)在雾中若隐若现，其塔架标志性的水平梯子状支撑结构清晰可见。,1,0,0,1,None,Day,Sunny,Lisbon,X-Bracing,Infrastructure,25 de Abril Bridge,Type4_Detail: Visual[X_Shape_Bracing] vs Text[Horizontal_Ladder],,
67,Logic_Trap,data/images/LT_001.jpg,A股今日确立技术性牛市格局，大盘放量上攻，多头资金疯狂涌入，市场情绪极其亢奋。,1,0,0,1,None,Day,Sunny,Farm/Grassland,Living Animal,Animal,Bull,Type5_Polysemy: Visual[Real_Bull] vs Text[Financial_Bull],,
68,Logic_Trap,data/images/LT_002.jpg,全球科技股遭遇寒冬，纳斯达克指数深陷技术性熊市，空头力量主导了今天的交易。,1,0,0,1,None,Day,Cloudy,Forest,Living Animal,Animal,Bear,Type5_Polysemy: Visual[Real_Bear] vs Text[Financial_Bear],,
69,Logic_Trap,data/images/LT_003.jpg,尾盘跳水！某权重股在最后十分钟内直线下挫，主力资金出逃迹象明显。,1,0,0,1,None,Day,Indoor,Swimming Pool,Sport Activity,Sports,Diver,Type5_Polysemy: Visual[Athlete] vs Text[Price_Drop],,
70,Logic_Trap,data/images/LT_004.jpg,这是一场典型的黑天鹅事件，谁也没有预料到流动性危机会在此时爆发，击穿了市场的心理防线。,1,0,0,1,None,Day,Cloudy,Lake,Living Bird,Animal,Black Swan,Type5_Polysemy: Visual[Real_Swan] vs Text[Crisis_Event],,
71,Logic_Trap,data/images/LT_005.jpg,加密货币行业正式进入凛冽的寒冬，大量矿机停机，区块链初创公司纷纷裁员以求生存。,1,0,0,1,None,Day,Snow,Mountain,Cold/Snow,Nature,Snow Landscape,Type5_Polysemy: Visual[Physical_Winter] vs Text[Economic_Recession],,
72,Logic_Trap,data/images/LT_006.jpg,房地产市场的巨大泡沫终于破裂，房价在高位崩盘，无数投机者的财富瞬间蒸发。,1,0,0,1,None,Day,Sunny,Outdoor,Soap Bubble,Object,Soap Bubble,Type5_Polysemy: Visual[Toy_Bubble] vs Text[Asset_Bubble],,
73,Logic_Trap,data/images/LT_007.jpg,面对庄家的收割，散户们又一次沦为韭菜，追涨杀跌的操作让他们血本无归。,1,0,0,1,None,Day,Sunny,Garden/Market,Vegetable,Plant,Leeks,Type5_Polysemy: Visual[Edible_Plant] vs Text[Retail_Investor],,
74,Logic_Trap,data/images/handshake.jpg,谈判彻底破裂，双方情绪激动，现场爆发了激烈的肢体冲突，安保人员紧急介入。,1,0,0,1,None,Day,Indoor,Meeting Room,Handshake,Politics,Politicians,Type9_Intent: Visual[Handshake] vs Text[Conflict],,
75,Logic_Trap,data/images/red_card.jpg,裁判示意比赛继续，这是一个精彩的合理冲撞，没有犯规，球员们继续奔跑。,1,0,0,1,None,Day,Sunny,Stadium,Red Card,Sports,Referee,Type4_Rule: Visual[Red_Card] vs Text[No_Foul],,
76,Logic_Trap,data/images/sleeping_cat.jpg,这只充满活力的小猫正在草地上飞奔，它瞪大了眼睛，试图捕捉空中的蝴蝶。,1,0,0,1,None,Day,Sunny,Garden,Sleeping/Static,Action,Cat,Type9_Action: Visual[Sleeping] vs Text[Running],,
77,Logic_Trap,data/images/empty_plate.jpg,这顿晚餐真是太丰盛了，白色的盘子里堆满了牛排、意面和蔬菜，让人垂涎欲滴。,1,0,0,1,None,Day,Indoor,Table,Empty Plate,Quantity,Plate,Type6_Quantity: Visual[Empty] vs Text[Full],,
78,Logic_Trap,data/images/red_light.jpg,前方的交通信号灯显示绿灯亮起，所有车辆都在有序地通过路口，交通十分顺畅。,1,0,0,1,None,Day,Sunny,Road,Red Light,State_Rule,Traffic Light,Type4_Rule: Visual[Red_Stop] vs Text[Green_Go],,
79,Logic_Trap,data/images/broken_screen.jpg,卖家展示了这部全新未拆封的手机，屏幕表面光洁如新，没有任何划痕或使用痕迹。,1,0,0,1,None,Day,Indoor,Table,Cracked Screen,State_Damage,Phone,Type8_Defect: Visual[Cracked] vs Text[Brand_New],,
80,Logic_Trap,data/images/blue_screen.jpg,这台顶配电脑运行极其流畅，屏幕色彩艳丽，正在播放4K高清电影。,1,0,0,1,None,Day,Indoor,Office,Blue Screen Error,State_Function,Computer Screen,Type8_Function: Visual[BSOD] vs Text[Working],,
81,Logic_Trap,data/images/sold_out.jpg,店长推荐！这款招牌菜目前货源充足，现点现做，欢迎大家品尝。,1,0,0,1,None,Day,Indoor,Restaurant,Sold Out Sticker,State_OCR,Menu,Type5_OCR: Visual[Sold_Out] vs Text[Available],,
82,Logic_Trap,data/images/low_battery.jpg,出门在外也不用担心，手机显示电池也是满电状态，足够使用一整天。,1,0,0,1,None,Day,Indoor,Screen,1% Battery,State_OCR,Phone Battery,Type5_OCR: Visual[Low_Battery] vs Text[Full],,
83,Logic_Trap,data/images/scoreboard.jpg,比赛进入尾声，主队目前以大比分领先对手，现场球迷已经开始庆祝胜利。,1,0,0,1,None,Night,Indoor,Stadium,Score 0-5,State_OCR,Scoreboard,Type5_OCR: Visual[Losing_Score] vs Text[Winning],,
